Level 2,Level 3,Level 4,Level 5,GVA,GDP,Total Sales m,Available Sales m
Security & Cyber,Spatial Design,Define,Engagement strategy,0.01,0.01,0.01,0.00
Security & Cyber,Spatial Design,Define,Design strategy,0.00,0.01,0.00,0.00
Security & Cyber,Spatial Design,Define,Journey mapping,0.00,0.00,0.00,0.00
Security & Cyber,Spatial Design,Define,Architectural design,0.00,0.00,0.00,0.00
Security & Cyber,Spatial Design,Define,Retail strategy,0.01,0.01,0.01,0.00
Security & Cyber,Spatial Design,Define,Retail design ,0.00,0.01,0.00,0.00
Security & Cyber,Spatial Design,Define,Branded environments,0.00,0.01,0.00,0.00
Security & Cyber,Spatial Design,Define,Ideation,0.00,0.01,0.00,0.00
Security & Cyber,Spatial Design,Define,Place branding,0.00,0.01,0.00,0.00
Security & Cyber,Spatial Design,Define,Corporate fit-out,0.00,0.00,0.00,0.00
Security & Cyber,Spatial Design,Define,Concept store design,0.01,0.01,0.00,0.00
Security & Cyber,Spatial Design,Define,Installations,0.01,0.01,0.00,0.00
Security & Cyber,Spatial Design,Define,Museum design,0.00,0.00,0.00,0.00
Security & Cyber,Spatial Design,Define,Experience design,0.01,0.01,0.01,0.00
Security & Cyber,Spatial Design,Define,Pop up retail,0.01,0.01,0.01,0.00
Security & Cyber,Spatial Design,Define,Wayfinding ,0.01,0.01,0.00,0.00
Security & Cyber,Spatial Design,Define,Signage programs,0.01,0.01,0.00,0.00
Security & Cyber,Spatial Design,Define,Network transformation,0.01,0.01,0.01,0.00
Security & Cyber,Spatial Design,Develop,Strategy development,0.08,0.10,0.07,0.02
Security & Cyber,Spatial Design,Develop,Design development,0.16,0.20,0.14,0.04
Security & Cyber,Spatial Design,Develop,Program design,0.09,0.11,0.07,0.02
Security & Cyber,Spatial Design,Develop,Concept design,0.12,0.14,0.09,0.04
Security & Cyber,Spatial Design,Develop,Design drawings,0.15,0.19,0.13,0.05
Security & Cyber,Spatial Design,Develop,Detailed drawings,0.16,0.20,0.14,0.04
Security & Cyber,Spatial Design,Develop,CAD drawings,0.09,0.11,0.07,0.02
Security & Cyber,Spatial Design,Develop,Specifications,0.12,0.14,0.10,0.06
Security & Cyber,Spatial Design,Develop,Tender preparation,0.10,0.13,0.08,0.03
Security & Cyber,Spatial Design,Develop,Tender process management,0.14,0.18,0.11,0.04
Security & Cyber,Spatial Design,Develop,Interior design,0.12,0.15,0.10,0.06
Security & Cyber,Spatial Design,Develop,Installation design,0.10,0.13,0.09,0.03
Security & Cyber,Spatial Design,Develop,Environmental graphics,0.08,0.11,0.07,0.03
Security & Cyber,Spatial Design,Develop,Concept presentations,0.14,0.19,0.13,0.06
Security & Cyber,Spatial Design,Develop,Site selection and test fits,0.12,0.16,0.11,0.04
Security & Cyber,Spatial Design,Develop,Block planning,0.15,0.18,0.12,0.06
Security & Cyber,Spatial Design,Develop,Furniture & finishes  study,0.16,0.20,0.14,0.04
Security & Cyber,Spatial Design,Develop,Low & hi -fi Prototyping,0.11,0.14,0.10,0.04
Security & Cyber,Spatial Design,Develop,Budget costing,0.17,0.21,0.14,0.06
Security & Cyber,Spatial Design,Develop,FF&E schedules,0.14,0.19,0.12,0.06
Security & Cyber,Spatial Design,Develop,Consultant liaison,0.14,0.17,0.12,0.05
Security & Cyber,Spatial Design,Develop,Local authority liaison,0.11,0.15,0.09,0.04
Security & Cyber,Spatial Design,Deliver,Documentation,0.06,0.08,0.05,0.02
Security & Cyber,Spatial Design,Deliver,Print production,0.07,0.08,0.05,0.03
Security & Cyber,Spatial Design,Deliver,Digital touchpoints,0.07,0.08,0.06,0.03
Security & Cyber,Spatial Design,Deliver,Production management,0.04,0.04,0.03,0.01
Security & Cyber,Spatial Design,Deliver,Implementation,0.05,0.06,0.04,0.02
Security & Cyber,Spatial Design,Deliver,Fit-out management,0.08,0.10,0.06,0.02
Security & Cyber,Spatial Design,Deliver,Site supervision,0.05,0.06,0.04,0.01
Security & Cyber,Spatial Design,Deliver,Supplier liaison,0.06,0.07,0.05,0.01
Security & Cyber,Spatial Design,Deliver,Tender,0.05,0.05,0.04,0.01
Security & Cyber,Spatial Design,Deliver,Resource consent,0.05,0.06,0.04,0.02
Security & Cyber,Spatial Design,Deliver,Building consent,0.06,0.07,0.05,0.02
Security & Cyber,Spatial Design,Deliver,Contract observation,0.06,0.07,0.05,0.01
Security & Cyber,Spatial Design,Deliver,FF&E procurement,0.04,0.05,0.03,0.02
Security & Cyber,Spatial Design,Deliver,Local authority liaison,0.06,0.07,0.05,0.03
Security & Cyber,Spatial Design,Deliver,Consultant liaison,0.07,0.09,0.06,0.02
Security & Cyber,Spatial Design,Deliver,Project remedials,0.06,0.07,0.05,0.02
Security & Cyber,Spatial Design,Deliver,Site handover,0.04,0.05,0.03,0.01
Security & Cyber,Spatial Design,Deliver,Final concept presentation,0.05,0.06,0.04,0.02
Security & Cyber,Spatial Design,Deliver,3D visuals and renders,0.07,0.09,0.06,0.03
Security & Cyber,Product Design,Discovery,Market research,0.01,0.02,0.01,0.00
Security & Cyber,Product Design,Discovery,Market analysis,0.01,0.02,0.01,0.00
Security & Cyber,Product Design,Discovery,Customer Insights,0.01,0.01,0.01,0.01
Security & Cyber,Product Design,Discovery,Competitor analysis,0.01,0.02,0.01,0.00
Security & Cyber,Product Design,Discovery,Audit ,0.02,0.02,0.01,0.01
Security & Cyber,Product Design,Discovery,Market Research,0.02,0.03,0.02,0.01
Security & Cyber,Product Design,Discovery,Ergonomic study,0.01,0.01,0.01,0.00
Security & Cyber,Product Design,Discovery,Material audit,0.02,0.02,0.01,0.00
Security & Cyber,Product Design,Discovery,User needs analysis,0.02,0.02,0.02,0.01
Security & Cyber,Product Design,Discovery,Market Research,0.01,0.02,0.01,0.01
Security & Cyber,Product Design,Discovery,Ergonomic study,0.01,0.02,0.01,0.00
Security & Cyber,Product Design,Discovery,Material audit,0.02,0.02,0.02,0.01
Security & Cyber,Product Design,Discovery,User needs analysis,0.01,0.01,0.01,0.00
Security & Cyber,Product Design,Define,Brand strategy,0.03,0.04,0.03,0.01
Security & Cyber,Product Design,Define,Customer strategy,0.03,0.03,0.02,0.01
Security & Cyber,Product Design,Define,Digital strategy,0.02,0.02,0.02,0.01
Security & Cyber,Product Design,Define,Engagement strategy,0.02,0.03,0.02,0.01
Security & Cyber,Product Design,Define,Design thinking,0.03,0.04,0.02,0.01
Security & Cyber,Product Design,Define,Product strategy,0.02,0.03,0.02,0.01
Security & Cyber,Product Design,Define,Market modelling,0.02,0.03,0.02,0.01
Security & Cyber,Product Design,Define,Production design,0.03,0.03,0.02,0.01
Security & Cyber,Product Design,Define,Pre-production costing,0.02,0.02,0.01,0.00
Security & Cyber,Product Design,Define,Distribution modelling,0.02,0.02,0.01,0.00
Security & Cyber,Product Design,Develop,Strategy development,0.21,0.26,0.17,0.09
Security & Cyber,Product Design,Develop,Design development,0.43,0.51,0.35,0.20
Security & Cyber,Product Design,Develop,Program design,0.36,0.45,0.31,0.08
Security & Cyber,Product Design,Develop,Ideation,0.24,0.28,0.19,0.09
Security & Cyber,Product Design,Develop,Visual concept development,0.33,0.41,0.28,0.13
Security & Cyber,Product Design,Develop,Aesthetic development,0.20,0.26,0.17,0.10
Security & Cyber,Product Design,Develop,Component planning,0.29,0.35,0.23,0.07
Security & Cyber,Product Design,Develop,Technology development,0.44,0.54,0.36,0.16
Security & Cyber,Product Design,Develop,CAD concepts,0.40,0.53,0.34,0.13
Security & Cyber,Product Design,Develop,Modelling,0.23,0.28,0.19,0.05
Security & Cyber,Product Design,Develop,User testing,0.34,0.43,0.29,0.08
Security & Cyber,Product Design,Develop,Rendering,0.31,0.40,0.27,0.14
Security & Cyber,Product Design,Develop,Rapid prototype,0.20,0.25,0.17,0.05
Security & Cyber,Product Design,Develop,Prototype development,0.25,0.32,0.22,0.06
Security & Cyber,Product Design,Develop,3D printing,0.28,0.34,0.23,0.05
Security & Cyber,Product Design,Develop,Ergonomic testing,0.37,0.46,0.30,0.11
Security & Cyber,Product Design,Develop,Safety analysis,0.31,0.36,0.25,0.11
Security & Cyber,Product Design,Develop,Material testing,0.26,0.31,0.21,0.06
Security & Cyber,Product Design,Develop,Production cost scoping,0.36,0.45,0.29,0.06
Security & Cyber,Product Design,Develop,Packaging design ,0.28,0.36,0.24,0.07
Security & Cyber,Product Design,Develop,QA,0.38,0.46,0.31,0.17
Security & Cyber,Product Design,Deliver,Documentation,0.14,0.17,0.12,0.04
Security & Cyber,Product Design,Deliver,Print production,0.10,0.13,0.08,0.02
Security & Cyber,Product Design,Deliver,Digital touchpoints,0.14,0.18,0.11,0.04
Security & Cyber,Product Design,Deliver,Production management,0.09,0.12,0.08,0.02
Security & Cyber,Product Design,Deliver,Implementation,0.18,0.23,0.16,0.09
Security & Cyber,Product Design,Deliver,Production prototypes,0.20,0.26,0.17,0.06
Security & Cyber,Product Design,Deliver,Production set-up,0.10,0.11,0.08,0.04
Security & Cyber,Product Design,Deliver,Tooling,0.17,0.22,0.14,0.04
Security & Cyber,Product Design,Deliver,Production management,0.13,0.16,0.11,0.06
Security & Cyber,Product Design,Deliver,User testing,0.10,0.12,0.08,0.03
Security & Cyber,Product Design,Deliver,Product testing,0.11,0.15,0.10,0.05
Security & Cyber,Motion,Discovery,Market research,0.01,0.01,0.01,0.00
Security & Cyber,Motion,Discovery,Market analysis,0.01,0.01,0.00,0.00
Security & Cyber,Motion,Discovery,Customer Insights,0.01,0.01,0.00,0.00
Security & Cyber,Motion,Discovery,Competitor analysis,0.01,0.01,0.01,0.00
Security & Cyber,Motion,Discovery,Audit ,0.00,0.00,0.00,0.00
Security & Cyber,Motion,Discovery,Story Research,0.00,0.01,0.00,0.00
Security & Cyber,Motion,Discovery,Location scouting,0.01,0.01,0.00,0.00
Security & Cyber,Motion,Discovery,Site surveys,0.01,0.01,0.01,0.00
Security & Cyber,Motion,Discovery,Logistics planning,0.01,0.01,0.00,0.00
Security & Cyber,Motion,Discovery,Budget planning ,0.00,0.01,0.00,0.00
Security & Cyber,Motion,Discovery,Pre-production planning,0.01,0.01,0.00,0.00
Security & Cyber,Motion,Define,Brand strategy,0.00,0.00,0.00,0.00
Security & Cyber,Motion,Define,Customer strategy,0.01,0.01,0.01,0.00
Security & Cyber,Motion,Define,Digital strategy,0.01,0.01,0.01,0.00
Security & Cyber,Motion,Define,Engagement strategy,0.01,0.01,0.00,0.00
Security & Cyber,Motion,Define,Design thinking,0.00,0.01,0.00,0.00
Security & Cyber,Motion,Define,Script development,0.01,0.01,0.01,0.00
Security & Cyber,Motion,Define,Storyboarding,0.01,0.01,0.01,0.00
Security & Cyber,Motion,Define,Production design,0.01,0.01,0.01,0.00
Security & Cyber,Motion,Define,Casting,0.01,0.01,0.01,0.00
Security & Cyber,Motion,Define,Prop scoping,0.01,0.01,0.01,0.00
Security & Cyber,Motion,Define,Visualising,0.01,0.01,0.01,0.00
Security & Cyber,Motion,Define,Sound design,0.01,0.01,0.01,0.00
Security & Cyber,Motion,Develop,Strategy development,0.19,0.23,0.16,0.06
Security & Cyber,Motion,Develop,Design development,0.22,0.29,0.19,0.09
Security & Cyber,Motion,Develop,Program design,0.24,0.31,0.21,0.07
Security & Cyber,Motion,Develop,Shoot,0.18,0.21,0.14,0.07
Security & Cyber,Motion,Develop,Grading,0.23,0.30,0.20,0.06
Security & Cyber,Motion,Develop,Rendering,0.14,0.16,0.11,0.05
Security & Cyber,Motion,Develop,Production design ,0.19,0.22,0.15,0.08
Security & Cyber,Motion,Develop,Lighting design,0.24,0.30,0.20,0.12
Security & Cyber,Motion,Develop,Set design,0.19,0.24,0.16,0.07
Security & Cyber,Motion,Develop,Effects design,0.16,0.20,0.14,0.08
Security & Cyber,Motion,Develop,Model making,0.20,0.25,0.17,0.09
Security & Cyber,Motion,Develop,Prop sourcing,0.17,0.22,0.15,0.04
Security & Cyber,Motion,Develop,Prop construction,0.24,0.31,0.21,0.07
Security & Cyber,Motion,Develop,Matt painting,0.24,0.31,0.21,0.05
Security & Cyber,Motion,Develop,Sculpture,0.12,0.15,0.09,0.05
Security & Cyber,Motion,Develop,Sound ,0.19,0.26,0.17,0.07
Security & Cyber,Motion,Deliver,Documentation,0.05,0.07,0.04,0.02
Security & Cyber,Motion,Deliver,Print production,0.06,0.08,0.05,0.03
Security & Cyber,Motion,Deliver,Digital touchpoints,0.07,0.09,0.06,0.03
Security & Cyber,Motion,Deliver,Production management,0.06,0.07,0.05,0.02
Security & Cyber,Motion,Deliver,Implementation,0.06,0.07,0.05,0.01
Security & Cyber,Motion,Deliver,Editing,0.09,0.12,0.08,0.04
Security & Cyber,Motion,Deliver,Audio editing,0.09,0.11,0.07,0.02
Security & Cyber,Motion,Deliver,Sound editing,0.07,0.09,0.06,0.02
Security & Cyber,Motion,Deliver,Final effects,0.05,0.06,0.04,0.02
Security & Cyber,Motion,Deliver,Post-production grade,0.07,0.10,0.06,0.02
Security & Cyber,Motion,Deliver,Dispatch,0.06,0.07,0.05,0.02
Security & Cyber,Motion,Deliver,Promotion,0.06,0.08,0.05,0.03
Security & Cyber,Service Design,Discovery,Market research,0.01,0.01,0.01,0.00
Security & Cyber,Service Design,Discovery,Market analysis,0.01,0.01,0.01,0.00
Security & Cyber,Service Design,Discovery,Customer Insights,0.01,0.01,0.01,0.00
Security & Cyber,Service Design,Discovery,Competitor analysis,0.01,0.01,0.01,0.00
Security & Cyber,Service Design,Discovery,Audit ,0.01,0.01,0.01,0.00
Security & Cyber,Service Design,Define,Service strategy,0.01,0.01,0.01,0.00
Security & Cyber,Service Design,Define,Customer strategy,0.02,0.02,0.01,0.01
Security & Cyber,Service Design,Define,Communications strategy,0.02,0.02,0.01,0.01
Security & Cyber,Service Design,Define,Engagement strategy,0.01,0.02,0.01,0.01
Security & Cyber,Service Design,Define,Design thinking,0.01,0.01,0.01,0.00
Security & Cyber,Service Design,Develop,Strategy development,0.18,0.24,0.16,0.04
Security & Cyber,Service Design,Develop,Design development,0.26,0.33,0.22,0.13
Security & Cyber,Service Design,Develop,Program design,0.40,0.48,0.33,0.09
Security & Cyber,Service Design,Develop,Presentation design,0.21,0.25,0.17,0.04
Security & Cyber,Service Design,Deliver,Documentation,0.09,0.12,0.07,0.03
Security & Cyber,Service Design,Deliver,Print production,0.08,0.11,0.07,0.03
Security & Cyber,Service Design,Deliver,Digital touchpoints,0.05,0.06,0.04,0.01
Security & Cyber,Service Design,Deliver,Production management,0.07,0.09,0.06,0.03
Security & Cyber,Service Design,Deliver,Implementation,0.06,0.08,0.05,0.02
Security & Cyber,Service Design,Discovery,Training,0.01,0.01,0.01,0.00
Security & Cyber,Service Design,No Data,Customer Experience Model,0.00,0.00,0.00,0.00
Security & Cyber,Service Design,Discovery,User Testing Services,0.01,0.01,0.01,0.00
Security & Cyber,Service Design,No Data,Scenarios,0.00,0.00,0.00,0.00
Security & Cyber,Service Design,No Data,Profiles,0.00,0.00,0.00,0.00
Security & Cyber,InnovationInvention,Discovery,Market research,0.01,0.01,0.01,0.00
Security & Cyber,InnovationInvention,Discovery,Market analysis,0.01,0.01,0.01,0.00
Security & Cyber,InnovationInvention,Discovery,Customer Insights,0.01,0.01,0.01,0.00
Security & Cyber,InnovationInvention,Discovery,Competitor analysis,0.00,0.01,0.00,0.00
Security & Cyber,InnovationInvention,Discovery,Audit ,0.00,0.00,0.00,0.00
Security & Cyber,InnovationInvention,Define,Brand strategy,0.01,0.02,0.01,0.00
Security & Cyber,InnovationInvention,Define,Customer strategy,0.01,0.01,0.01,0.00
Security & Cyber,InnovationInvention,Define,Digital strategy,0.01,0.01,0.01,0.00
Security & Cyber,InnovationInvention,Define,Engagement strategy,0.01,0.01,0.01,0.00
Security & Cyber,InnovationInvention,Define,Design thinking,0.01,0.01,0.01,0.00
Security & Cyber,InnovationInvention,Develop,Strategy development,0.20,0.25,0.17,0.06
Security & Cyber,InnovationInvention,Develop,Design development,0.15,0.19,0.12,0.03
Security & Cyber,InnovationInvention,Develop,Program design,0.21,0.28,0.18,0.07
Security & Cyber,InnovationInvention,Deliver,Documentation,0.10,0.13,0.08,0.03
Security & Cyber,InnovationInvention,Deliver,Print production,0.13,0.18,0.12,0.06
Security & Cyber,InnovationInvention,Deliver,Digital touchpoints,0.08,0.09,0.06,0.02
Security & Cyber,InnovationInvention,Deliver,Production management,0.12,0.16,0.10,0.04
Security & Cyber,InnovationInvention,Deliver,Implementation,0.12,0.15,0.10,0.06
Security & Cyber,Design Education,Discovery,Market research,0.01,0.02,0.01,0.01
Security & Cyber,Design Education,Discovery,Market analysis,0.01,0.01,0.01,0.00
Security & Cyber,Design Education,Discovery,Customer Insights,0.02,0.02,0.01,0.01
Security & Cyber,Design Education,Discovery,Competitor analysis,0.01,0.02,0.01,0.00
Security & Cyber,Design Education,Discovery,Audit ,0.01,0.01,0.01,0.00
Security & Cyber,Design Education,Define,Brand strategy,0.03,0.04,0.02,0.01
Security & Cyber,Design Education,Define,Customer strategy,0.02,0.02,0.01,0.00
Security & Cyber,Design Education,Define,Digital strategy,0.03,0.03,0.02,0.01
Security & Cyber,Design Education,Define,Engagement strategy,0.03,0.03,0.02,0.01
Security & Cyber,Design Education,Define,Design thinking,0.02,0.02,0.01,0.01
Security & Cyber,Design Education,Develop,Strategy development,0.09,0.12,0.08,0.04
Security & Cyber,Design Education,Develop,Design development,0.09,0.10,0.07,0.02
Security & Cyber,Design Education,Develop,Program design,0.08,0.10,0.07,0.03
Security & Cyber,Design Education,Deliver,Documentation,0.12,0.15,0.10,0.02
Security & Cyber,Design Education,Deliver,Print production,0.09,0.11,0.07,0.01
Security & Cyber,Design Education,Deliver,Digital touchpoints,0.17,0.20,0.13,0.03
Security & Cyber,Design Education,Deliver,Production management,0.19,0.22,0.15,0.04
Security & Cyber,Design Education,Deliver,Implementation,0.09,0.10,0.07,0.03
Education, Strategy,Discovery,Brand audit,0.04,0.05,0.04,0.01
Education, Strategy,Discovery,Market research,0.03,0.03,0.02,0.01
Education, Strategy,Discovery,MarketCompetitor Analysis,0.02,0.03,0.02,0.01
Education, Strategy,Discovery,Problem definition,0.03,0.03,0.02,0.01
Education, Strategy,Discovery,Customer insights,0.03,0.04,0.03,0.01
Education, Strategy,Discovery,Customer journey mapping,0.04,0.04,0.03,0.01
Education, Strategy,Discovery,Problem definition,0.03,0.03,0.02,0.00
Education, Strategy,Discovery,Brand strategy review,0.03,0.04,0.03,0.01
Education, Strategy,Discovery,Organisational structure review,0.02,0.02,0.02,0.01
Education, Strategy,Discovery,Resource needs identified,0.02,0.03,0.02,0.01
Education, Strategy,Discovery,Comms audit,0.02,0.03,0.02,0.01
Education, Strategy,Discovery,Channel analysis,0.03,0.03,0.02,0.01
Education, Strategy,Define,Brand strategy development,0.08,0.10,0.07,0.04
Education, Strategy,Define,Competitive Positioning ,0.08,0.11,0.07,0.02
Education, Strategy,Define,Brand Definition,0.05,0.07,0.04,0.01
Education, Strategy,Define,Customer segmentation,0.08,0.10,0.07,0.04
Education, Strategy,Define,Customer journey development,0.04,0.06,0.04,0.01
Education, Strategy,Define,Customer experience strategy,0.07,0.09,0.06,0.03
Education, Strategy,Define,Channel strategy,0.07,0.09,0.06,0.03
Education, Strategy,Define,Digital strategy,0.05,0.06,0.04,0.01
Education, Strategy,Define,Service definition,0.06,0.07,0.05,0.03
Education, Strategy,Define,Product ideation,0.05,0.06,0.04,0.02
Education, Strategy,Define,Customer segmentation,0.05,0.07,0.04,0.02
Education, Strategy,Define,Persona development,0.04,0.05,0.03,0.01
Education, Strategy,Define,Customer journey development,0.05,0.06,0.04,0.01
Education, Strategy,Define,Customer experience strategy,0.08,0.10,0.07,0.03
Education, Strategy,Define,Product ideation,0.06,0.08,0.05,0.02
Education, Strategy,Define,Engagement strategy,0.08,0.09,0.06,0.02
Education, Strategy,Define,Campaign idea,0.04,0.05,0.04,0.01
Education, Strategy,Define,Program design,0.05,0.06,0.04,0.02
Education, Strategy,Define,Content definition,0.05,0.06,0.04,0.02
Education, Strategy,Define,Program planning ,0.06,0.07,0.05,0.01
Education, Strategy,Develop,Value proposition,0.86,1.14,0.75,0.44
Education, Strategy,Develop,Brand architecture,0.76,0.90,0.61,0.23
Education, Strategy,Develop,Vision  Purpose,1.30,1.51,1.06,0.29
Education, Strategy,Develop,Mission  Ambition,0.76,0.90,0.63,0.20
Education, Strategy,Develop,Brand story,1.03,1.27,0.87,0.46
Education, Strategy,Develop,Customer experience design,0.97,1.24,0.81,0.43
Education, Strategy,Develop,Service design,1.28,1.56,1.03,0.35
Education, Strategy,Develop,Product design,1.06,1.43,0.92,0.38
Education, Strategy,Develop,Touchpoint design,0.95,1.19,0.77,0.46
Education, Strategy,Develop,Campaign idea development,1.26,1.56,1.04,0.34
Education, Strategy,Develop,Messaging development,0.77,0.99,0.65,0.14
Education, Strategy,Develop,Content development,1.01,1.34,0.88,0.21
Education, Strategy,Develop,Collateral design,0.78,1.05,0.68,0.30
Education, Strategy,Develop,Channel build,0.71,0.89,0.63,0.13
Education, Strategy,Develop,Reporting model,0.96,1.26,0.82,0.28
Education, Strategy,Deliver,Brand strategy documentation,0.57,0.68,0.46,0.23
Education, Strategy,Deliver,Business case development,0.43,0.52,0.36,0.15
Education, Strategy,Deliver,Board papers,0.31,0.41,0.26,0.10
Education, Strategy,Deliver,Implementation roadmap,0.56,0.67,0.46,0.15
Education, Strategy,Deliver,CX strategy documentation,0.46,0.60,0.40,0.21
Education, Strategy,Deliver,Business case development,0.55,0.65,0.44,0.12
Education, Strategy,Deliver,Board papers,0.54,0.69,0.46,0.15
Education, Strategy,Deliver,Implementation roadmap,0.71,0.86,0.60,0.17
Education, Strategy,Deliver,Launch campaign,0.65,0.82,0.57,0.33
Education, Strategy,Deliver,Program collateral,0.70,0.86,0.59,0.34
Education, Strategy,Deliver,Digital comms channel,0.43,0.51,0.35,0.18
Education, Strategy,Deliver,Program content,0.34,0.43,0.28,0.12
Education, Strategy,Deliver,Analysis,0.43,0.54,0.35,0.19
Education, Strategy,Deliver,Reporting,0.38,0.47,0.31,0.14
Education,Graphic Design,Discovery,Market research,0.05,0.07,0.05,0.02
Education,Graphic Design,Discovery,Market analysis,0.04,0.05,0.03,0.01
Education,Graphic Design,Discovery,Customer Insights,0.03,0.04,0.02,0.01
Education,Graphic Design,Discovery,Competitor analysis,0.06,0.07,0.05,0.03
Education,Graphic Design,Discovery,Competitor analysis,0.04,0.05,0.03,0.02
Education,Graphic Design,Discovery,Identity audit,0.05,0.06,0.04,0.02
Education,Graphic Design,Discovery,Packaging audit,0.03,0.04,0.02,0.01
Education,Graphic Design,Discovery,Retail audit,0.04,0.05,0.03,0.02
Education,Graphic Design,Discovery,Signage audit,0.04,0.05,0.03,0.02
Education,Graphic Design,Discovery,Production planning,0.03,0.04,0.02,0.01
Education,Graphic Design,Discovery,Audit ,0.06,0.07,0.05,0.02
Education,Graphic Design,Define,Brand strategy,0.04,0.05,0.03,0.01
Education,Graphic Design,Define,Customer strategy,0.05,0.07,0.05,0.01
Education,Graphic Design,Define,Digital strategy,0.07,0.08,0.06,0.02
Education,Graphic Design,Define,Engagement strategy,0.06,0.07,0.05,0.01
Education,Graphic Design,Define,Design strategy,0.04,0.05,0.03,0.02
Education,Graphic Design,Define,Creative territory ,0.06,0.08,0.05,0.02
Education,Graphic Design,Define,Resource needs identified,0.04,0.05,0.04,0.01
Education,Graphic Design,Define,Design strategy,0.06,0.07,0.05,0.02
Education,Graphic Design,Define,Product architecture,0.05,0.06,0.04,0.01
Education,Graphic Design,Define,Portfolio management ,0.03,0.04,0.03,0.01
Education,Graphic Design,Define,Channel strategy,0.05,0.07,0.05,0.02
Education,Graphic Design,Define,New product development (NPD),0.04,0.05,0.03,0.01
Education,Graphic Design,Define,Signage system  architecture,0.07,0.09,0.06,0.02
Education,Graphic Design,Develop,Strategy development,1.13,1.40,0.95,0.35
Education,Graphic Design,Develop,Design development,0.77,0.97,0.66,0.37
Education,Graphic Design,Develop,Program design,1.33,1.74,1.15,0.34
Education,Graphic Design,Develop,Identity design,1.30,1.59,1.04,0.49
Education,Graphic Design,Develop,Communication design,1.34,1.66,1.11,0.41
Education,Graphic Design,Develop,Marketing collateral,0.66,0.88,0.57,0.25
Education,Graphic Design,Develop,Corporate collateral,0.69,0.89,0.59,0.24
Education,Graphic Design,Develop,Publications,1.37,1.83,1.20,0.49
Education,Graphic Design,Develop,Artwork files,1.39,1.86,1.21,0.43
Education,Graphic Design,Develop,Licencing,0.95,1.22,0.79,0.47
Education,Graphic Design,Develop,Illustration design,0.92,1.23,0.79,0.25
Education,Graphic Design,Develop,Animation,0.91,1.11,0.77,0.21
Education,Graphic Design,Develop,Shoot planning,1.16,1.42,0.96,0.39
Education,Graphic Design,Develop,Logistics ,1.19,1.52,0.98,0.23
Education,Graphic Design,Develop,Photographic shoot,1.11,1.37,0.96,0.30
Education,Graphic Design,Develop,Packaging design,1.24,1.66,1.08,0.32
Education,Graphic Design,Develop,Positional Graphics,1.07,1.31,0.88,0.33
Education,Graphic Design,Develop,Environmental graphics,1.42,1.70,1.14,0.57
Education,Graphic Design,Develop,Type design,1.13,1.40,0.95,0.21
Education,Graphic Design,Deliver,Documentation,0.41,0.50,0.34,0.14
Education,Graphic Design,Deliver,Print production,0.43,0.51,0.34,0.13
Education,Graphic Design,Deliver,Digital touchpoints,0.28,0.38,0.25,0.14
Education,Graphic Design,Deliver,Production management,0.27,0.35,0.23,0.07
Education,Graphic Design,Deliver,Implementation,0.24,0.32,0.21,0.10
Education,Graphic Design,Deliver,Brand guidelines,0.49,0.58,0.41,0.24
Education,Graphic Design,Deliver,Electronic artwork,0.31,0.41,0.27,0.13
Education,Graphic Design,Deliver,Electronic templates,0.32,0.39,0.27,0.15
Education,Graphic Design,Deliver,Rendering,0.45,0.61,0.40,0.16
Education,Graphic Design,Deliver,Post-production,0.25,0.31,0.21,0.04
Education,Graphic Design,Deliver,File preparation,0.46,0.55,0.37,0.17
Education,Graphic Design,Deliver,Licencing agreements,0.32,0.42,0.27,0.09
Education,Graphic Design,Deliver,Production artwork,0.37,0.49,0.31,0.16
Education,Graphic Design,Deliver,Production management,0.35,0.43,0.28,0.07
Education,Graphic Design,Deliver,IP Management Advice,0.24,0.31,0.20,0.05
Education,Graphic Design,Deliver,Advice on the Development of Routes to Market ,0.28,0.35,0.22,0.06
Education,Interactive Design,Discovery,Market research,0.13,0.16,0.10,0.03
Education,Interactive Design,Discovery,Market analysis,0.08,0.10,0.07,0.02
Education,Interactive Design,Discovery,Customer Insights,0.12,0.16,0.11,0.03
Education,Interactive Design,Discovery,Competitor analysis,0.13,0.16,0.11,0.04
Education,Interactive Design,Discovery,Audit ,0.10,0.13,0.08,0.03
Education,Interactive Design,Discovery,Digital analysis,0.07,0.10,0.06,0.03
Education,Interactive Design,Discovery,Data analysis,0.09,0.12,0.08,0.04
Education,Interactive Design,Discovery,Usability study,0.08,0.11,0.07,0.03
Education,Interactive Design,Discovery,User insights,0.10,0.12,0.08,0.02
Education,Interactive Design,Discovery,Technology audit,0.09,0.11,0.08,0.03
Education,Interactive Design,Define,Brand strategy,0.11,0.14,0.09,0.06
Education,Interactive Design,Define,Customer strategy,0.10,0.11,0.08,0.04
Education,Interactive Design,Define,Digital strategy,0.11,0.15,0.10,0.03
Education,Interactive Design,Define,Engagement strategy,0.14,0.18,0.12,0.04
Education,Interactive Design,Define,Digital strategy,0.15,0.20,0.13,0.04
Education,Interactive Design,Define,Social media strategy,0.10,0.12,0.08,0.03
Education,Interactive Design,Define,Information Architecture,0.10,0.13,0.09,0.03
Education,Interactive Design,Define,Customer journey mapping,0.09,0.11,0.07,0.01
Education,Interactive Design,Define,Personal development,0.09,0.11,0.07,0.04
