Level 2,GDP
Construction,2.07
Construction,2.47
Construction,3.37
Construction,4.35
Construction,2.51
Construction,3.54
Construction,2.84
Construction,3.89
Construction,4.20
Construction,3.98
Construction,0.99
Construction,1.49
Construction,1.13
Construction,1.36
Construction,1.63
Construction,0.97
Construction,1.79
Construction,1.71
Construction,0.88
Construction,1.31
Construction,1.17
Construction,1.19
Construction,0.94
Construction,1.60
Construction,1.44
Construction,1.02
Construction,1.46
Construction,1.24
Construction,1.17
Construction,0.65
Construction,0.52
Construction,0.45
Construction,0.57
Construction,0.60
Construction,0.51
Construction,0.64
Construction,0.37
Construction,0.38
Construction,0.37
Construction,0.43
Construction,0.58
Construction,0.54
Construction,0.56
Construction,0.81
Construction,0.63
Construction,0.51
Construction,0.92
Construction,0.55
Construction,0.97
Construction,0.51
Construction,0.93
Construction,0.48
Construction,4.12
Construction,3.40
Construction,3.18
Construction,3.59
Construction,3.47
Construction,2.98
Construction,4.35
Construction,5.02
Construction,5.57
Construction,5.62
Construction,5.77
Construction,2.88
Construction,2.97
Construction,4.27
Construction,6.22
Construction,3.65
Construction,4.42
Construction,4.74
Construction,5.02
Construction,3.41
Construction,4.52
Construction,3.31
Construction,5.30
Construction,2.63
Construction,3.41
Construction,4.05
Construction,4.85
Construction,3.77
Construction,2.97
Construction,3.61
Construction,3.19
Construction,4.07
Construction,0.17
Construction,0.17
Construction,0.11
Construction,0.18
Construction,0.18
Construction,0.20
Construction,0.19
Construction,0.16
Construction,0.18
Construction,0.10
Construction,0.19
Construction,0.21
Construction,0.19
Construction,0.24
Construction,0.29
Construction,0.19
Construction,0.13
Construction,0.16
Construction,0.23
Construction,0.21
Construction,0.17
Construction,0.20
Construction,0.28
Construction,2.87
Construction,4.91
Construction,3.11
Construction,2.85
Construction,4.65
Construction,3.58
Construction,4.90
Construction,3.85
Construction,3.88
Construction,2.70
Construction,3.02
Construction,3.40
Construction,4.50
Construction,3.11
Construction,4.16
Construction,3.02
Construction,1.34
Construction,1.57
Construction,1.41
Construction,1.49
Construction,0.86
Construction,1.41
Construction,0.98
Construction,0.97
Construction,1.74
Construction,1.18
Construction,1.53
Construction,1.53
Construction,0.25
Construction,0.27
Construction,0.27
Construction,0.26
Construction,0.22
Construction,0.42
Construction,0.50
Construction,0.41
Construction,0.36
Construction,0.26
Construction,5.24
Construction,4.97
Construction,4.16
Construction,4.78
Construction,2.52
Construction,2.35
Construction,1.57
Construction,1.16
Construction,1.43
Construction,0.00
Construction,0.00
Construction,0.00
Construction,0.00
Construction,0.00
Construction,0.21
Construction,0.21
Construction,0.23
Construction,0.14
Construction,0.25
Construction,0.33
Construction,0.23
Construction,0.26
Construction,0.35
Construction,0.21
Construction,3.58
Construction,3.80
Construction,5.76
Construction,1.97
Construction,0.88
Construction,1.97
Construction,1.29
Construction,1.04
Construction,0.26
Construction,0.39
Construction,0.39
Construction,0.37
Construction,0.32
Construction,0.46
Construction,0.35
Construction,0.47
Construction,0.27
Construction,0.46
Construction,9.60
Construction,6.11
Construction,8.81
Construction,3.67
Construction,1.90
Construction,3.13
Construction,2.42
Construction,2.22
Communications Industry,0.05
Communications Industry,0.07
Communications Industry,0.07
Communications Industry,0.07
Communications Industry,0.07
Communications Industry,0.05
Communications Industry,0.06
Communications Industry,0.07
Communications Industry,0.09
Communications Industry,0.05
Communications Industry,0.05
Communications Industry,0.08
Communications Industry,0.07
Communications Industry,0.04
Communications Industry,0.04
Communications Industry,0.08
Communications Industry,0.09
Communications Industry,0.09
Communications Industry,0.08
Communications Industry,0.09
Communications Industry,0.09
Communications Industry,0.09
Communications Industry,0.08
Communications Industry,0.06
Communications Industry,0.06
Communications Industry,0.07
Communications Industry,0.05
Communications Industry,0.07
Communications Industry,0.09
Communications Industry,0.05
Communications Industry,0.07
Communications Industry,0.09
Communications Industry,1.51
Communications Industry,1.81
Communications Industry,1.01
Communications Industry,1.13
Communications Industry,1.55
Communications Industry,1.48
Communications Industry,1.13
Communications Industry,1.09
Communications Industry,0.99
Communications Industry,1.69
Communications Industry,1.92
Communications Industry,1.28
Communications Industry,1.00
Communications Industry,1.08
Communications Industry,1.52
Communications Industry,0.55
Communications Industry,0.64
Communications Industry,0.35
Communications Industry,0.64
Communications Industry,0.39
Communications Industry,0.42
Communications Industry,0.50
Communications Industry,0.38
Communications Industry,0.57
Communications Industry,0.31
Communications Industry,0.46
Communications Industry,0.58
Communications Industry,0.51
Communications Industry,0.44
Communications Industry,0.04
Communications Industry,0.09
Communications Industry,0.04
Communications Industry,0.04
Communications Industry,0.06
Communications Industry,0.08
Communications Industry,0.05
Communications Industry,0.08
Communications Industry,0.05
Communications Industry,0.08
Communications Industry,0.05
Communications Industry,0.08
Communications Industry,0.12
Communications Industry,0.07
Communications Industry,0.06
Communications Industry,0.10
Communications Industry,0.06
Communications Industry,0.07
Communications Industry,0.06
Communications Industry,0.08
Communications Industry,0.12
Communications Industry,0.11
Communications Industry,0.10
Communications Industry,0.09
Communications Industry,1.13
Communications Industry,0.83
Communications Industry,1.33
Communications Industry,0.83
Communications Industry,1.32
Communications Industry,1.35
Communications Industry,1.25
Communications Industry,1.40
Communications Industry,1.37
Communications Industry,1.25
Communications Industry,1.33
Communications Industry,0.97
Communications Industry,0.83
Communications Industry,0.66
Communications Industry,1.42
Communications Industry,0.78
Communications Industry,1.16
Communications Industry,0.84
Communications Industry,1.19
Communications Industry,0.75
Communications Industry,0.46
Communications Industry,0.40
Communications Industry,0.45
Communications Industry,0.72
Communications Industry,0.80
Communications Industry,0.58
Communications Industry,0.56
Communications Industry,0.82
Communications Industry,0.81
Communications Industry,0.64
Communications Industry,0.46
Communications Industry,0.54
Communications Industry,0.68
Communications Industry,0.72
Communications Industry,0.64
Communications Industry,0.07
Communications Industry,0.07
Communications Industry,0.09
Communications Industry,0.08
Communications Industry,0.09
Communications Industry,0.08
Communications Industry,0.07
Communications Industry,0.09
Communications Industry,0.08
Communications Industry,0.11
Communications Industry,0.12
Communications Industry,0.23
Communications Industry,0.18
Communications Industry,0.22
Communications Industry,0.13
Communications Industry,0.12
Communications Industry,0.16
Communications Industry,0.24
Communications Industry,0.22
Communications Industry,0.21
Communications Industry,0.21
Communications Industry,0.16
Communications Industry,0.13
Communications Industry,1.99
Communications Industry,3.41
Communications Industry,2.69
Communications Industry,2.09
Communications Industry,2.81
Communications Industry,2.40
Communications Industry,4.04
Communications Industry,3.57
Communications Industry,2.28
Communications Industry,3.03
Communications Industry,2.42
Communications Industry,3.90
Communications Industry,2.11
Communications Industry,0.72
Communications Industry,0.69
Communications Industry,1.08
Communications Industry,0.55
Communications Industry,0.78
Communications Industry,0.90
Communications Industry,0.68
Communications Industry,0.78
Communications Industry,0.72
Communications Industry,0.62
Communications Industry,1.01
Communications Industry,0.96
Communications Industry,0.98
Communications Industry,0.94
Communications Industry,0.72
Communications Industry,0.53
Communications Industry,0.72
Communications Industry,0.61
Communications Industry,0.60
Communications Industry,0.67
Communications Industry,1.09
Communications Industry,0.53
Communications Industry,0.03
Communications Industry,0.05
Communications Industry,0.04
Communications Industry,0.04
Communications Industry,0.05
Communications Industry,0.07
Communications Industry,0.03
Communications Industry,0.07
Communications Industry,0.03
Communications Industry,0.04
Communications Industry,0.04
Communications Industry,0.07
Communications Industry,0.04
Communications Industry,0.06
Communications Industry,0.06
Communications Industry,0.03
Communications Industry,0.06
Communications Industry,0.03
Communications Industry,0.05
Communications Industry,0.06
Communications Industry,0.03
Communications Industry,0.04
Communications Industry,0.05
Communications Industry,0.03
Communications Industry,0.03
Communications Industry,0.03
Communications Industry,0.04
Communications Industry,0.05
Communications Industry,0.03
Communications Industry,0.05
Communications Industry,0.05
Communications Industry,0.04
Communications Industry,0.03
Communications Industry,0.04
Communications Industry,0.04
Communications Industry,0.04
Communications Industry,0.04
Communications Industry,0.03
Communications Industry,0.03
Communications Industry,0.04
Communications Industry,0.04
Communications Industry,0.44
Communications Industry,0.47
Communications Industry,0.71
Communications Industry,0.54
Communications Industry,0.65
Communications Industry,0.79
Communications Industry,0.73
Communications Industry,0.46
Communications Industry,0.70
Communications Industry,0.40
Communications Industry,0.50
Communications Industry,0.62
Communications Industry,0.75
Communications Industry,0.71
Communications Industry,0.76
Communications Industry,0.54
Communications Industry,0.70
Communications Industry,0.61
Communications Industry,0.74
Communications Industry,0.45
Communications Industry,0.70
Communications Industry,0.46
Communications Industry,0.68
Communications Industry,0.51
Communications Industry,0.50
Communications Industry,0.65
Communications Industry,0.57
Communications Industry,0.34
Communications Industry,0.65
Communications Industry,0.70
Communications Industry,0.62
Communications Industry,0.65
Communications Industry,0.41
Communications Industry,0.54
Communications Industry,0.30
Communications Industry,0.42
Communications Industry,0.54
Communications Industry,0.71
Communications Industry,0.51
Communications Industry,0.47
Communications Industry,0.30
Communications Industry,0.20
Communications Industry,0.14
Communications Industry,0.10
Communications Industry,0.18
Communications Industry,0.15
Communications Industry,0.12
Communications Industry,0.12
Communications Industry,0.16
Communications Industry,0.19
Communications Industry,0.17
Communications Industry,0.20
Communications Industry,0.18
Communications Industry,0.09
Communications Industry,0.19
Communications Industry,0.23
Communications Industry,0.15
Communications Industry,0.24
Communications Industry,0.19
Communications Industry,0.15
Communications Industry,0.24
Communications Industry,0.24
Communications Industry,0.17
Communications Industry,0.17
Communications Industry,0.99
Communications Industry,0.90
Communications Industry,1.34
Communications Industry,1.37
Communications Industry,1.52
Communications Industry,1.35
Communications Industry,1.38
Communications Industry,1.04
Communications Industry,1.12
Communications Industry,1.77
Communications Industry,1.85
Communications Industry,1.26
Communications Industry,0.93
Communications Industry,1.33
Communications Industry,1.52
Communications Industry,1.06
Communications Industry,1.72
Communications Industry,1.42
Communications Industry,1.23
Communications Industry,0.78
Communications Industry,0.98
Communications Industry,1.56
Communications Industry,0.83
Communications Industry,1.43
Communications Industry,0.91
Communications Industry,1.23
Communications Industry,1.67
Communications Industry,0.94
Communications Industry,1.38
Communications Industry,1.55
Communications Industry,1.19
Communications Industry,1.36
Communications Industry,0.07
Communications Industry,0.04
Communications Industry,0.05
Communications Industry,0.04
Communications Industry,0.04
Communications Industry,0.04
Communications Industry,0.03
Communications Industry,0.04
Communications Industry,0.07
Communications Industry,0.05
Communications Industry,0.06
Communications Industry,0.07
Communications Industry,0.08
Communications Industry,0.08
Communications Industry,0.09
Communications Industry,0.05
Communications Industry,0.05
Communications Industry,0.06
Communications Industry,0.08
Communications Industry,0.09
Communications Industry,0.08
Communications Industry,0.10
Communications Industry,0.07
Communications Industry,0.73
Communications Industry,0.41
Communications Industry,0.71
Communications Industry,0.77
Communications Industry,0.55
Communications Industry,0.38
Communications Industry,0.69
Communications Industry,0.43
Communications Industry,0.54
Communications Industry,0.65
Communications Industry,0.55
Communications Industry,0.44
Communications Industry,0.47
Communications Industry,0.42
Communications Industry,0.81
Communications Industry,0.70
Communications Industry,0.62
Communications Industry,0.61
Communications Industry,0.39
Communications Industry,0.51
Communications Industry,0.57
Communications Industry,0.59
Communications Industry,0.41
Communications Industry,0.52
